smiles,jnk3_score
CC(C)NC(=O)CCNC(=O)[C@@H]1C[C@@H]1c1cccc2ccccc12,0.01
Cc1cc(C)n(C[C@@H](C)CNC(=O)C[C@@H]2CCS(=O)(=O)C2)n1,0.01
COC[C@](C)(C#N)NS(=O)(=O)c1cccc(OC(F)(F)F)c1,0.01
CC(=O)Nc1ccc(S(=O)(=O)N2CC[NH+]3CCC[C@@H]3C2)cc1,0.01
[NH3+][C@@H](Cc1ccccc1)c1nnc(SCc2c(F)cccc2Cl)o1,0.01
Cc1cccc2nc(CN3C[C@H](C(=O)N4CCCCC4)Oc4ccccc43)cc(=O)n12,0.01
O=C1CCCN1CCCN1C[C@@H](C(=O)N2CCC(c3ccncc3)CC2)CCC1=O,0.01
CC(C)NS(=O)(=O)c1cccc(C(=O)N[C@H]2[C@@H]3CCO[C@@H]3C2(C)C)c1,0.01
CC1=N[C@@H](C[NH+](C)Cc2cccc(-c3nc(C)c(C)c(=O)[nH]3)c2)N=C1,0.01
CC[S@@](=O)[C@H]1CCC[C@H](NC(=O)Nc2cnc3c(c2)c(C)nn3C)C1,0.01
CC[C@@]1(c2cccc(Cl)c2)C[NH+]=C(N)N1,0.01
Cc1cc(C(=O)N2CCC[C@H](n3cc[nH+]c3)C2)c(C)n1CC1CC1,0.01
C[C@H](Oc1ccc(Br)cc1Br)C(=O)N1CCCCCC1,0.01
COc1ccc(NC(=O)c2cnn3c2N=C(C(=O)[O-])C[C@@H]3c2ccc(OC)cc2)cc1,0.01
O=C([C@H]1CCCC[NH+]1CCC(F)(F)F)N1CCCC1,0.01
COc1ccc(OC)c([C@@H]2SCCN2C(=O)Nc2ccccc2OC)c1,0.01
CN(C)c1ccc(CNC(=O)CN2CCCC3(C2)OCCO3)cc1,0.01
O=C(COc1ccc(Cl)cc1Cl)NNC(=S)Nc1ccccc1,0.01
O=C(Nc1cc(Cl)cc(Cl)c1)C(=S)NC1CCCCC1,0.01
Cc1csc(CS[C@H](C)C(=O)Nc2ccc3c(c2)OCCCO3)n1,0.01
Cc1ccc2nc(N3CCN(C4C[NH2+]C4)CC3)nn2c1,0.01
[NH3+]CCCOC(=O)N[C@H]1CCOC1,0.01
O=S1(=O)CCCN1CC[NH2+][C@@H](Cc1ccccn1)C1CC1,0.01
Cc1ccc(C(=O)N(CC#N)CC#N)cc1I,0.01
Cc1noc(C)c1NC(=O)c1cc(NC(=O)Cc2ccccc2)n(C)n1,0.01
C[C@@H](C(=O)[O-])S(=O)(=O)NC12CC3C[C@@](C)(C1)C[C@](C)(C3)C2,0.01
COc1cccc(C(=O)N2CCN(CC(=O)NCc3ccccc3)CC2)n1,0.01
Cc1cccc(C)c1NC(=O)CN(C)S(=O)(=O)c1c(Cl)cccc1Cl,0.01
COc1ccc(NC(=O)[C@@H](C)Nc2cccc(F)c2C)cc1,0.01
O=C(N/N=C/c1ccc(Cl)cc1Cl)c1cccc(S(=O)(=O)N2CCCC2)c1,0.01
O=C(NC1CCCCC1)c1c(N2C(=O)[C@@H]3[C@H](C2=O)[C@H]2CC[C@@H]3O2)sc2c1CCCC2,0.01
CCC[C@H]1C[C@@H]1NC(=O)c1sc(-c2nc[nH]n2)nc1C,0.01
Cc1nc(CN2CC[NH+]([C@H]3CCC[C@@H](C4CC4)C3)CC2)cs1,0.01
COC(=O)[C@@]1(NC(=O)c2cc3c(C)nn(C)c3s2)CCOC1,0.01
Cc1cc(C)c(NNC(=O)c2cnn(-c3ccccc3F)c2)c(C)c1,0.01
O=C(CCN1C(=O)[C@H]2CCCC[C@@H]2C1=O)NC[C@@H](c1ccccc1Cl)[NH+]1CCCC1,0.01
O=C(CCC(=O)c1ccc(F)cc1)Nc1ccc2c(c1)OC(F)(F)O2,0.01
[NH3+][C@H]1CCC[C@H]1c1ccc(Cl)s1,0.01
CC1(C)CN(C(=O)/C=C/c2c(Cl)cccc2Cl)CC[S@]1=O,0.01
CCCC[C@@H](C(=O)OC)[C@H](O)c1ccc(O)c(Cl)c1,0.01
CC(C)(C)NC(=O)Nc1cccc(C(=O)N2Cc3nc(-c4ccccc4)sc3C2)c1,0.01
Cc1cc(-c2ccc(S(C)(=O)=O)cc2)nc(C2CC[NH2+]CC2)n1,0.01
Cc1cc(C(=O)NCC2(O)CCSCC2)c(C)n1Cc1cccs1,0.01
CC[C@@H]([NH2+]C[C@H]1CN2CCC[C@@H]2CO1)C1CC1,0.01
Cc1ccc(O[C@@H](C)C(=O)N(C)[C@@H]2CCS(=O)(=O)C2)c(Br)c1,0.01
CCNC(=O)c1ccc(NC(=O)C(=O)N[C@H](C)c2ccncc2)cc1,0.01
CN[C@@]1(C#N)CCC[C@@H]1CC[NH+](C)CC1CCCCC1,0.01
CCOc1ccc(-c2nc([O-])c3c(n2)Oc2c(cccc2OC)C3)cc1,0.01
Cc1ccnn1-c1ccc(C(=O)N2CCC[C@H](c3nc4ccccc4s3)C2)cc1,0.01
COc1ccc(NC(=O)CCN2CCn3c(nn(C)c3=O)C2)cc1,0.01
CCC[C@@H]1C(=O)NCCN1Cc1cnc(-c2cccs2)s1,0.01
O=C(N[C@H]1C[C@@H]1c1ccccc1)c1cccc(C[NH+]2CCCC2)c1,0.01
COCc1cccc2c1C[C@H](C)[C@@H]2[NH3+],0.01
Cc1nn2cc(CCNC(=O)[C@@H]3CC(=O)Nc4ccc(F)cc43)nc2s1,0.01
C[C@@H](O)CN1CCN(C(=O)c2cc3c(F)cccc3s2)CC1,0.01
CCN(CC)C(=O)CCC(=O)N(CC)[C@@H]1CCS(=O)(=O)C1,0.01
O=C(c1ccccc1F)N1CCC[C@@H]1c1nc(-c2cccnc2)cc(=O)[nH]1,0.01
CCNC(=O)Cn1c(-c2cccs2)noc1=O,0.01
CC(C)[C@H]([NH2+]CCCC(=O)N(C)C)c1cccnc1,0.01
COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2ccc(F)cc2)cc1,0.01
CCC[NH2+][C@H]1c2c(Cl)cc(Cl)cc2C[C@H]1C,0.01
C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(C[C@H]3CCCO3)[C@@]23C(=O)N(C)c2ccccc23)cc1,0.01
Cc1nnc(SCC(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)n1C1CC1,0.01
CCS[C@H]1CCCC[C@@H]1NC(=O)NCc1c(C)nn(CC)c1C,0.01
Cc1cc(C)n2nc(CC(=O)O[C@H](C)c3nc4ccccc4n3C)nc2n1,0.01
CNC(=O)/C(=N\OC)c1ccccc1COc1cc(C)ccc1C,0.01
CC(C)C[C@H](C[NH+](C)C)NC(=O)N1CCC(CO)CC1,0.01
O=C(CCC1CCCCC1)N1CCN(c2ccnc(N3CCOCC3)n2)CC1,0.01
CN(C)C(=O)C[NH+]1CCCN(C(=O)NC[C@H]2Cc3ccccc3O2)CC1,0.01
COc1ccc(-n2cc(CNC(=O)N[C@@H]3CCC[C@H]3CO)nn2)cc1,0.01
O=C1N(c2ccc(Br)cc2)[C@H]2CS(=O)(=O)C[C@@H]2N1c1cccc(Cl)c1,0.01
CC1(C)CCC[C@H]1N1C(=O)c2cccc(N)c2C1=O,0.01
CCCN[C@@]1(C(=O)[O-])CC[C@H]([NH+](C)CCC)C1,0.01
CC(=O)N1C=Cc2ccccc2[C@H]1CC(=O)N[C@@H](C)Cn1cc[nH+]c1,0.01
C#Cc1cccc(NC(=O)C(=O)NCCc2cc(C)ccc2OC)c1,0.01
Cc1ccc(S(=O)(=O)N2CCC[NH+](Cc3nc(-c4ccccc4)no3)CC2)cc1,0.01
CC(=O)Nc1cccc(/C(C)=N/NC(=O)c2cccc(O)c2)c1,0.01
O=C(CSc1ccccc1)[C@H]1CCCc2cccnc21,0.01
CCc1n[nH]c(C(=O)NC[C@H](CC)C(=O)[O-])n1,0.01
Cc1ccc(-c2c(C)sc3ncn4nnnc4c23)cc1,0.01
CCCCCC(=O)Nc1ccc(N2CCO[C@H](C)C2)cc1,0.01
c1csc(-c2n[nH]c(CSc3ccncc3)n2)c1,0.01
CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(=O)N2c3ccccc3C[C@H]2C)CC1,0.01
CC(=O)Nc1cccc(CN[C@H]2CC[NH+]([C@@H](C)c3ccccc3)C2)c1,0.01
Cc1cccc(CN2CCN(CC(=O)Nc3ccc(C)c(C)c3)C(=O)C2=O)c1,0.01
CC(C)C[NH+]1CC[C@H](C(=O)Nc2ccn(-c3ncccc3Cl)n2)C1,0.01
NC(=O)COC(=O)c1cnn(-c2ccc(F)cc2)c1C(F)(F)F,0.01
CCCNc1cccc(Cn2nc(C)c(C)c2C)n1,0.01
Cc1ccn2nc(NCCOC3CC[NH2+]CC3)nc2c1,0.01
Cc1cc(C)nc(-n2cc(C(=O)[C@H](C#N)c3ccccn3)c(C(C)C)n2)n1,0.01
C[C@@H](Sc1nnc2ccc(C(F)(F)F)cn12)C(=O)N(C)C,0.01
CCSc1nnc(NC(=O)CCc2c[nH]c3ccccc23)s1,0.01
C[C@H](Cn1ccc([C@H](O)C2CC2)c1)C(N)=O,0.01
Cc1csc(NC(=O)[C@H](CC(C)C)NC(=O)N[C@@H]2CCS(=O)(=O)C2)n1,0.01
CC[C@@H]1c2ccccc2CCN1C(=O)c1cc([N-]S(C)(=O)=O)ccc1O,0.01
C=CCN(CC(=O)[O-])C(=O)NC[C@@H]1CCC(=O)N1,0.01
CCOc1ccc([C@@H]2c3c(oc4ccc(C)cc4c3=O)C(=O)N2c2cccc(C)n2)cc1OC,0.01
CCCNC(=O)[C@@H]1CCCN(C(=O)NCC(C)(C)c2ccccc2Cl)C1,0.01
CC1(C)C[C@](O)(Cc2nc(-c3ccccc3)cs2)CCO1,0.01
COc1cc2nc([S-])n(Cc3ccc(N(C)C)cc3)c(=O)c2cc1OC,0.01
Cc1ccc(NC(=O)C2(c3cc(-c4ccco4)on3)CC2)cc1C,0.01
CCC[NH+]1CCC(N(C)Cc2cc(C)n(C3CC3)c2C)CC1,0.01
O=C(NC1CCN(C(=O)c2cc3ccccc3[nH]2)CC1)c1ccncc1,0.01
CC(C)c1nc(S(=O)(=O)N2CC[C@H]3CC[C@@H](C2)[NH+]3C)c[nH]1,0.01
CN(CCc1ccccc1)S(=O)(=O)c1cncc(F)c1,0.01
COc1ccc(-c2nc(-n3cccc3)sc2C(=O)Nc2nncs2)cc1,0.01
CC(C)[NH+](Cc1ccccc1)Cc1noc(C2CC2)n1,0.01
Cc1cccc(NC(=O)C(=O)N[C@@H]2CCCc3ccc(F)cc32)c1C,0.01
O=S1(=O)N=C(NCc2cccnc2OC2CCCC2)c2ccccc21,0.01
CC[NH+](CC)Cc1cnc2c(C(=O)N3CC[C@@H]4CC[C@H](C3)[NH+]4C)cnn2c1,0.01
C[C@H]1CN(Cc2cnn(-c3ccccc3)n2)C[C@H](C)S1,0.01
CC[C@@H](C)C[C@@]1(CC)O[C@@]1(C(=O)OC)C(C)C,0.01
CN(C)c1ncc(CN2CCC[C@H]2COc2ccccc2)s1,0.01
O=C(COc1ccc(Cc2ccccc2)cc1)NC1CCOCC1,0.01
CCn1nc([C@H](C)C(=O)NCCc2nc3cc(C)c(C)cc3[nH]2)c2ccccc2c1=O,0.01
C[C@@H]1CC[C@@H](NC(=O)c2ccc(-n3ccnn3)cc2)[C@H](C)C1,0.01
Cc1ccc(/C=C/C(=O)Nc2ccc3c(c2)COC3)o1,0.01
Cc1noc(C)c1CSc1ncccc1C(=O)N1CCC[C@@H](O)C1,0.01
CCN(CC(C)(C)O)c1ccc(N)c(OC)n1,0.01
Nc1ccc(F)c(C(=O)O[C@@H]2CCO[C@]3(CCOC3)C2)c1,0.01
C[C@H](OCCC[C@@H]1CCC[NH2+]C1)c1ccc[nH]1,0.01
O=C(NCc1nnc2n1CCN(C(=O)c1csc3c1CCCC3)CC2)c1c(F)cccc1F,0.01
Cc1noc(C)c1CN[C@H](C)c1ccccc1C(F)(F)F,0.01
Cc1ccc(-n2nc(-c3cccc(Cl)c3)nc2Cl)cc1,0.01
Cc1ccc(CC(=O)NC[C@]2(O)CCOC2)cc1O,0.01
O=C(Nc1cccc(NS(=O)(=O)c2ccccc2)c1)c1cc2ccccc2c2cccnc12,0.01
C[C@H]1[C@H](C(=O)[O-])CC[NH+]1Cc1cnn(-c2ccccc2)c1,0.01
CC(=O)c1c(C)[nH]c(C(=O)CN2C(=O)N[C@]3(CCc4ccccc43)C2=O)c1C,0.01
Cc1nc(CC(CO)(CO)c2ccccc2F)cs1,0.01
CCc1ccc(NC(=O)CCNS(=O)(=O)c2c(C)cc(C)cc2C)cc1,0.01
CCOc1ccccc1N1CCN(C[C@H](O)c2ccccc2F)CC1,0.01
Cc1ccc(C(=O)N2C[C@H](C(=O)[O-])Oc3ccccc32)o1,0.01
Cc1ccc(F)cc1NC(=O)CSCCC(=O)[O-],0.01
C[C@@H]1CC[NH+](CCOc2cccc(S(C)(=O)=O)c2)C[C@@H]1O,0.01
C[C@H](CC#N)Sc1ccccc1NC(=O)CSc1n[nH]c(N)n1,0.01
C#CCNC(=O)[C@H]1CCCN(C(=O)CCOc2ccccc2)C1,0.01
COC(=O)c1[nH]/c(=N/C(=O)c2cn(C)c(=O)c3ccccc23)sc1CC(C)C,0.01
CC[NH2+][C@H]1[C@H](N(C)Cc2cnn(C)c2)CCCC1(C)C,0.01
COc1ccc(-c2onc3ccc(C(=O)/C=C/N(C)C)cc23)cc1,0.01
[NH3+][C@H]1CCC[C@@H](Oc2ncnc3c2CCCC3)C1,0.01
Cc1ccc(S(=O)(=O)[N-]c2cncc(C(=O)NCC(C)C)c2)cc1,0.01
O=C(NCCCN1CC[NH+](C2CCCCC2)CC1)c1csc2c1CCCC2,0.01
C/C(=C1/SC(N2CCOCC2)=NC1=O)c1ccc(C)cc1,0.01
Cc1ccc(CCNc2ccccc2S(C)(=O)=O)cn1,0.01
Cc1cc(NC(=O)N2CCC[C@@H]2C(=O)N2CCOCC2)ccc1F,0.01
CN(C[C@@H]1CCCO1)C(=O)NCC1(c2ccc(F)cc2)CCOCC1,0.01
CN1CC[C@H]([NH+]2CC[C@H](COCc3ccccc3)C2)C1=O,0.01
Cc1cccc(C[S@](=O)[C@@H](C)c2nc(-c3ccccc3)no2)c1,0.01
Cc1cccc(N2CCC(N3CCC[C@@H](CCC(=O)N4CCOCC4)C3)CC2)c1,0.01
NC(=S)N1CCN(c2nccs2)CC1,0.01
Cc1cc(/C=C(\C#N)C(N)=O)c(C)n1-c1ccccc1,0.01
COC(=O)C[NH+]1CCCN(c2ccc(C(F)(F)F)cn2)CC1,0.01
C[NH2+][C@@H]1CCOC[C@@H]1Cc1cccc(Cl)c1,0.01
O=S(=O)(c1ccc(I)cc1)N1CCN(C/C=C/c2ccccc2)CC1,0.01
C[C@H]1CCc2nc(NC(=O)CC3CC[NH+](Cc4ccccn4)CC3)sc2C1,0.01
C[C@@H]1CN(C(=O)Cc2ccccn2)CC[C@@]1(O)C1CCOCC1,0.01
CCOc1c(Br)cc(CCC(=O)[O-])cc1OC,0.01
C[C@H]1[C@H](C(=O)[O-])CC[NH+]1[C@@H]1CCCC1(C)C,0.01
CC(C)(C)[NH+]1CCC(NC(=O)c2cnc([C@@H]3CCCO3)s2)CC1,0.01
NC(=O)[C@H]1CCCN1S(=O)(=O)c1cccc(OC(F)(F)F)c1,0.01
Cc1cscc1-c1noc([C@H]2C[NH2+]CCO2)n1,0.01
O=C(NCCc1c[nH]c2ccccc12)C1CN(C(=O)c2cccs2)C1,0.01
O[C@H]1CC[NH+](CCCOc2cccc(Cl)c2)Cc2ccccc21,0.01
CCCOc1ccc(CN(C(=O)c2ccc(Br)cc2)[C@@H]2CCS(=O)(=O)C2)cc1,0.01
CC1(C)C[C@H](Nc2ccc(OCCO)cc2)C[NH+]1Cc1ccccc1,0.01
CCC[C@H](C)C[NH+]1CC(n2cc(C(=O)[O-])nn2)C1,0.01
C[C@H](CC(C)(C)c1ccccc1)NC(=O)NCCc1nnc2n1CCC2,0.01
CCOCC[NH+](C)CC(=O)Nc1nccs1,0.01
NC(=O)C1CCN(C(=O)[C@H]2CC(c3ccccc3O)=NO2)CC1,0.01
COc1cccc2sc(NC(=O)CSc3nnc4n3CCCCC4)nc12,0.01
CC(C)(C)c1n[nH]c2c1[C@H](c1ccc(C(F)(F)F)cc1)C(C#N)=C(N)O2,0.01
CNC(=O)CSc1nnc(-c2ccc(C)cc2)n1-c1ccc(C)cc1,0.01
COCc1cccc(C(=O)NCc2ccc(C)cc2)c1,0.01
O=C(CSc1nncs1)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,0.01
CNC(=O)[C@@H]1CCCC[NH+]1C1CCSCC1,0.01
Cc1ccc(F)c(C[NH+]2CCN([C@H](C)C(=O)N3CCCC3)CC2)c1,0.01
C=C(C)[C@H](CSc1cccc(Cl)c1)[NH2+]CC,0.01
O=C1CC[C@H](COC(=O)[C@H]2CCCc3ccccc32)N1,0.01
O=C1N(Cc2ccccn2)C(=O)C2(CC[NH+]([C@@H]3CCc4ccccc4C3)CC2)N1CCc1ccccc1,0.01
Nc1nc(CSc2nnnn2-c2ccc(O)cc2)nc2ccccc12,0.01
CCN(CCC#N)C(=O)c1cc2ccc(OC)cc2[nH]1,0.01
CC(=O)NC(=S)Nc1cccc(OCc2ccccc2)c1,0.01
COC(=O)N1CCC[C@@H]1C(=O)O[C@@H](C)c1nccs1,0.01
CCn1c([C@H](C)N[C@H](c2cc(F)ccc2F)C2CC2)nc2ccccc21,0.01
O=C(c1ccc(Cl)cc1)c1ccc(C2OCCO2)cc1,0.01
CCOc1ccc(NC(=O)NCCCN2CCOCC2)cc1F,0.01
COC[C@@H](C)CC(=O)N1CCC[C@H]1CCCO,0.01
CC(C)C[NH+](C1CCCC1)[C@H]1CC[C@@](CO)([NH2+]C2CC2)C1,0.01
CC(=O)N1c2ccccc2[C@@]2(O)N=C(C)S[C@@H]12,0.01
Cc1noc(C)c1[C@H](C)CNC(=O)C(=O)c1ccc(Cl)cc1,0.01
CC[C@H]1CCCCN1C(=O)[C@@H](C)OC(=O)c1cncc(C)c1,0.01
COc1ccccc1NC(=S)Nc1ccc(C(F)(F)F)cc1,0.01
COC[C@H]1CC[NH+](CC(C)(C)C(=O)OC)C1,0.01
Cc1cc(NC(=O)C2CCN(C(=O)NCc3ccc(F)cc3)CC2)no1,0.01
CCCc1cc(NC(=O)NCc2ccc(OC)c(O)c2)n(C)n1,0.01
CC(C)[NH+](CCCO)CC1(CS)CCC1,0.01
CCc1ccc2c(c1)[C@@H](Cl)[C@@H](C)[C@@H]2CC,0.01
COc1ccc(C)cc1NC(=O)CSc1cc(N2CCN(c3ccc(F)cc3)CC2)ncn1,0.01
O=C(CN1CCN(c2ccc(F)cc2)C1=O)N1CCN(c2ccccc2Cl)CC1,0.01
C[C@@H](OC(=O)Cc1cccc(C(F)(F)F)c1)C(=O)Nc1ncc(Cl)cc1Cl,0.01
CS(=O)(=O)c1ncc(C[NH+]2CCCC[C@@H]2c2nccs2)n1Cc1ccccc1F,0.01
COc1cc(C(=O)Nc2cc(C[NH+](C)C)n[nH]2)nn1C,0.01
CC(C)CCn1c(SCC(=O)N2CCCC2=O)nc2sc3c(c2c1=O)CCCC3,0.01
Cc1cc(OCc2nc(-c3cccc(F)c3)no2)nc(N2CCCCC2)n1,0.01
[NH3+][C@H](C(=O)[O-])c1cccc(CC(=O)[O-])c1,0.01
CC(=O)Nc1cc(NC(=O)N[C@H](C)c2ccncc2)ccc1F,0.01
Cc1cc(C)n2nc(C(=O)NCCCCc3ccccc3)nc2n1,0.01
C#CCN1C(=O)/C(=N/NC(=O)c2ccc(Cl)cc2)c2ccccc21,0.01
COC(=O)Cc1c(C)c2ccc3c(c2oc1=O)CN(Cc1ccc(Cl)cc1)CO3,0.01
C[C@H]1CCC[C@@H](N(C)C(=O)c2ccc(N3CCC(O)CC3)cc2)C1,0.01
COc1ccc(CN2C(=O)C[C@@H](C(=O)Nc3ccccc3Cl)S/C2=N\c2ccc(F)cc2)cc1,0.01
C[C@H]1Cc2ccccc2[C@H]1[NH2+]CC1(CS(C)(=O)=O)CC1,0.01
O=C(Cc1ccon1)N[C@H]1C[C@@H]1c1cccc(Cl)c1,0.01
O=C(Nc1ccc2[nH]ccc2c1)c1ccc2[nH]cnc2c1,0.01
CCC(=O)N(C)c1ccccc1C(=O)N[C@H](C)c1cc(C)c(F)c(C)c1,0.01
CCC[C@@H]([NH2+]C)[C@H](CC)N1C[C@@H]2CCC[NH+]2C[C@@H]1C,0.01
O=C([O-])[C@H]1CC[C@@H](C(F)F)[NH2+]1,0.01
C[NH+](C)[C@H]1CC[C@H](NC(=O)Cc2cccc(C(F)(F)F)c2)C1,0.01
CN(CCC#N)C(=O)Nc1ccc2nc(C3CC3)oc2c1,0.01
Cc1nc(NC(=O)NCc2nn(-c3ccccc3)c3c2CCC3)oc1C,0.01
O=C(COc1ccccc1F)NCc1cc(Cl)c2c(c1)OCCCO2,0.01
O=c1oc2ccccc2n1CN1CCO[C@@H](c2cccc(F)c2)C1,0.01
O=C1COCC(=O)N1Cc1cnn(-c2ccccc2)n1,0.01
C[C@@H](NC(=O)[C@@H]1Cc2ccccc2C(=O)O1)c1cc2ccccc2o1,0.01
CCCOc1ncnc(N[C@H](C)c2ccccn2)c1N,0.01
COC(=O)C1(N(C)C(=O)c2cc(-c3ccccc3)on2)CCCCC1,0.01
C/C(=N\O)c1ccccc1OC[C@@H](C)C(N)=O,0.01
O=C(/C=C/c1ccc(O)cc1)NC[C@@H]1CC[C@H](C(=O)[O-])O1,0.01
COc1ccccc1OCc1cc(C(=O)N2[C@H](C)CC[C@@H]2C)n[nH]1,0.01
c1ccc(Cn2ccnc2-c2cc3n(n2)CC[NH2+]C3)c(Cn2cccn2)c1,0.01
COCCn1c(C)cc(/C=C(/C#N)C(N)=O)c1C,0.01
CC(=O)c1cc[n+]([C@H](C)C(=O)Nc2ccc(Cl)c(Cl)c2)cc1,0.01
C/C=C(C)/C=C/C(=O)N1CC[C@@H](C(=O)OC)c2ccccc21,0.01
C=CCN(Cc1cccs1)C(=O)c1cccnc1,0.01
C[C@@]1(C(=O)[C@H](C#N)c2ccccc2Cl)CCCO1,0.01
NC(=O)NC[C@H]1CCCC[NH+]1Cc1ccc(-c2ccccc2Cl)o1,0.01
Cc1ccc([C@@H](C)CNC(=O)N2CC[C@H](C)[C@H](O)C2)cc1,0.01
CC(C)(C)OC(=O)N1CCc2cccc(C[NH+]3CC[C@H]([N+]4=CCCC4)C3)c21,0.01
C[C@H]1C[C@H](NCCS(=O)(=O)C(C)(C)C)C[NH+]1C,0.01
COc1cccc(CN2CCN(c3ccc4nncn4n3)[C@@H](C)C2)c1,0.01
Cc1ccc(NC(=O)[C@H](C)N2CCN(c3ccccc3F)CC2)c(F)c1,0.01
Cc1cc(F)ccc1CCNC(=O)NC(=O)CCl,0.01
COc1ccccc1-n1ccnc(NC(=O)c2ccc(C)cc2)c1=O,0.01
Cn1cccc1C(=O)NNC(=O)c1ccc(CSc2ncn[nH]2)cc1,0.01
CS(=O)(=O)CCSCc1cc(F)cc(/C=C/C(=O)[O-])c1,0.01
C[C@H](CCl)CS(=O)(=O)N1CCCNC(=O)C1,0.01
C[C@@H]1CN(C(=O)[C@@H]2CCN(c3ccc(F)c(F)c3)C2=O)C[C@@H](C)S1,0.01
Cc1ccc([N-]S(=O)(=O)c2c(C)noc2C)cc1NC(=O)c1ccncc1,0.01
O=C(Nc1nc2c(s1)C[NH+](Cc1ccc(OCc3ccccc3)cc1)CC2)c1cnccn1,0.01
Cc1ccc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C(C)(C)C)[NH+]3CCC(C)CC3)cc12,0.01
Cc1cc(NCCNC(=O)c2nc(C)ncc2Cl)n2ncnc2n1,0.01
Cc1cc(Br)ccc1C(=O)N1CC[C@@H]2CC[C@H](C1)[NH+]2C,0.01
CS(=O)(=O)c1ccc(C(=O)[O-])o1,0.01
CC(C)c1ccccc1NC(=O)[C@@H](C)[NH+]1CCCN(S(C)(=O)=O)CC1,0.01
COc1ccc(NCc2ccsc2)c(OC)c1,0.01
COc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2ccc(Cl)cc2)cc1Cl,0.01
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CC(=O)N1CCC[C@H]2CCCC[C@H]21,0.01
CC(C)c1cccc(O[C@@H](C)C(=O)N2CCN(C(=O)CO)CC2)c1,0.01
NS(=O)(=O)c1ccc(CCNC(=O)c2cn(-c3ccccc3)nc2-c2cccs2)cc1,0.01
COc1ccc(NC(=O)[C@@H]2CC[C@H](C[NH3+])O2)cc1Br,0.01
C[C@H]1CN(C(=O)c2ccc(N3C(=O)[C@H]4CCCC[C@H]4C3=O)cc2)C[C@H](C)O1,0.01
CCN(Cc1ccccn1)C(=O)c1ccc(C#N)cn1,0.01
CCc1cnc(N2CCC([NH+]3CCC[C@@H](C(=O)N4CCCC4)C3)CC2)nc1,0.01
CS[C@H]1CC[C@@H](NC(=O)CN(CCc2ccccc2)C(C)=O)C1,0.01
CCC1(CC)CC[NH+](CCCC[NH2+]C)C1,0.01
COCCN(C(=O)NCc1ccccc1C)[C@H]1CCS(=O)(=O)C1,0.01
COc1ccc([C@@H]2C(C#N)=C(N)O[C@H]3N=NC(C)=C23)c2ccccc12,0.01
CSc1ccccc1C(=O)N[C@H]1CCCC[C@H]1[NH3+],0.01
Cn1c(C(=O)N2CCC[C@@H](C(=O)[O-])C2)cc2sccc21,0.01
CC[C@@H](O)C[NH+]1CCC[C@@H]1C1CCCC1,0.01
CC(=O)c1cc(C(N)=O)n(C)c1,0.01
O[C@@H](Cc1ccc2ccccc2n1)c1ccc(Cl)c(Cl)c1,0.01
COc1cccc(CN(C)S(=O)(=O)c2ccc(C(C)C)cc2)c1,0.01
Cc1c(Cl)nnc(NC[C@]2(C)CCCO2)c1C,0.01
COc1ccc(/C=N/NCc2ccccc2OC)c(OC)c1,0.01
Cc1cc(=O)oc2cc(OC(=O)C3CCOCC3)c(Cl)cc12,0.01
Cc1nn(C)c2ncc(NC(=O)N(C)[C@H](C)CS(C)(=O)=O)cc12,0.01
O=C(NCc1ccccc1)c1cccc(NC(=S)NC(=O)c2ccccc2Cl)c1,0.01
CC(C)[C@H]([NH2+][C@H]1CCCS[C@H]1C)C(=O)[O-],0.01
C[C@@H](SCCOc1cccc(Cl)c1)C(N)=O,0.01
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CC(=O)CO4)[C@H]13,0.01
C[C@@H]1CN(C(=O)c2c[nH]nc2-c2ccccc2F)CCO1,0.01
CCc1onc(C)c1NC(=O)N(Cc1ccc(Cl)c(Cl)c1)C1CC1,0.01
CC[C@@](C)(NC(=O)N1CCCC[C@@H]1C)C(=O)[O-],0.01
CCn1cnc(S(=O)(=O)N2CCC(C(=O)Nc3ccccc3OC)CC2)c1,0.01
Cc1ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)c(Cl)c1,0.01
NC(=O)[C@H](N=O)Nc1ccc(Cl)cc1F,0.01
C[NH2+]Cc1cccc(SCc2cccnc2OC)c1,0.01
Cc1cc(S(=O)(=O)NCc2ccnn2C)sc1Br,0.01
Cc1cccc(-n2nnnc2SCC(=O)Nc2ccccc2F)c1C,0.01
CN(Cc1nnc2n1CCCCC2)C(=O)C1CCN(c2nc3ccccc3o2)CC1,0.01
CCCN1C(=O)c2ccccc2N[C@@]1(CC)c1ccc(OCC)cc1,0.01
Cc1nc(C)c(C(=O)NCCc2ccc(F)cc2C)o1,0.01
